cleaned_text,sentiment
"the antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of btt-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis ra patients .",neutral
"the antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of btt-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis ra patients .",positive
"adpnews - sep 28 , 2009 - finnish silicon wafers maker okmetic oyj hel : okm1v said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative
"- demand for fireplace products was lower than expected , especially in germany .",negative
"currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached eur 700,000 usd 934,000 , compared with previous projections of a slightly better pre-tax profit .",negative
"however , the orders received during the period under review fell by 17 % quarter-on-quarter from the eur 213 million recorded in the second quarter of 2010 .",negative
"the announcement pushed freenet shares down 6.3 % , or eur0 .71 , in frankfurt trade to eur10 .65 as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet .",negative
"danske bank a-s danske dc jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",positive
our superior customer centricity and expertise in digital services set us apart from our competitors .,positive
"according to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative
"changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the kauhava plant , according to the company .",negative
"in the building and home improvement trade , sales decreased by 6.3 % , totalling eur 154.1 mn .",negative
"in the building and home improvement trade , net sales totalled eur 1,173 mn , down from eur 1,566 mn a year earlier .",negative
"in the building and home improvement trade , sales decreased by 22.5 % to eur 201.4 mn .",negative
"finnish suominen corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative
the hull of the vessel was built one block at a time and ruukki delivered the plate material for each block as construction progressed .,neutral
the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative
sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative
"the steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative
"nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in helsinki , while siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in frankfurt .",negative
in february the elcoteq group sold its st petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the russian customs service .,negative
`` operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',negative
operating profit in the fourth quarter went down to eur3m from eur4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative
"the manager is critical of politicians ' failure to differentiate between beleaguered european financial institutions and skandinavian banks , `` which sailed through the crisis without issues '' .",neutral
"upm-kymmene corp. , the world 's largest maker of magazine paper , on tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative
"in finland , the launch of tie-in sales of 3g mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",neutral
`` i 'm not sure what 's happening .,neutral
"as such , the space has blond wood floors ( unlike the rest of the store ) and a notably scandinavian vibe .",neutral
the winner does not have to be present to win .,neutral
bosse added that trygvesta does not have the financial strength to acquire the entire unit .,negative
pentik+æinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral
finnish meat company atria can no longer promise a sufficient amount of domestic beef to its customers .,negative
"thanks to the internet , consumers compare products more than previously and finnish companies are not competitive .",negative
"because expenditures must be justified to pass budget approval hurdles , we believe our rop model can help make it easier for it and it security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral
`` capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
"due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
"operating profit excluding non-recurring items decreased to eur 6.2 mn from eur 16.8 mn in 2007 , representing 2.3 % of net sales .",negative
finnish waste management and cleaning group lassila & tikanoja oyj ( l&t ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative
"qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",negative
finnish-swedish stora enso does not understand the decision issued by a federal judge in brazil concerning stora enso 's associated pulp company veracel .,negative
"nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be sanoma news ' main medium .",neutral
"besides , as there is no depositor preference in finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",neutral
"operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",negative
the 2015 target for net sales has been set at eur 1bn and the target for return on investment at over 20 % .,positive
"it holds 38 percent of outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",neutral
"as a result of these transactions , the aggregate holdings of burrill life sciences capital fund , l.p. has decreased below 5 per cent of the total number of shares and votes of the company .",negative
"have notified that as a result of the company issuing 14,432,000 new shares in the directed offering , the joint holdings of pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the company .",negative
mobile communication and wireless broadband provider nokia inc nyse : nok today set new financial targets and forecasts for nokia and the mobile device industry and also for nokia siemens networks and the mobile and fixed infrastructure and related services market .,neutral
"external net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between ilkka-yhtyma 's printing house i-print oy and sector player hss media ab in december 2009 and the fall in printing prices .",negative
"seven-month sales of ragutis , which is controlled by the finnish brewery olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",negative
"the omx helsinki index was 0.33 pct lower at 9,364.80 , while the omx helsinki cap portfolio index was down 0.34 pct at 5,029.25 .",negative
"the omx helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative
repeats sees 2008 operating profit down y-y ( reporting by helsinki newsroom ) keywords : tecnomen-results,negative
"comparable operating profit totaled eur 4.7 mn , down from eur 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative
"in finland 's hobby hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative
hobby hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative
"in the baltic states the company reports net sales of eur 11.9 mn , down from eur 14.2 mn , and an operative ebit of eur -2.2 mn , down from eur -1.7 mn .",negative
"operating profits in the half were 0.8 m , down from 0.9 m as glisten invested in the brand and the management team .",negative
"sales in finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative
the company said that its comparable operating profit for the january-june period fell short of last year 's corresponding performance .,negative
"operating result for the 12-month period decreased from the profit of eur0 .4 m while turnover decreased from eur5 .6 m , as compared to 2004 .",negative
"helsinki thomson financial - shares in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in april-june profits , which overshadowed the large number of new orders received during the three months .",negative
london marketwatch -- share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100 .,negative
"rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while kauno alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral
"operating profit fell to eur 35.4 mn from eur 68.8 mn in 2007 , including vessel sales gain of eur 12.3 mn .",negative
"net sales of the paper segment decreased to eur 221.6 mn in the second quarter of 2009 from eur 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to eur 8.0 mn from eur 7.6 mn .",negative
"sales in finland decreased by 10.5 % in january , while sales outside finland dropped by 17 % .",negative
russia and poland feud over putin remarks on world war ii,Negative
trump moves to lift visa restrictions on polish citizens who visit u.s.,Neutral
trump-backed u.s.-british trade deal faces hurdles,Neutral
trump’s arrival in london brings controversy but little surprise,Negative
trump steers clear of war footing toward iran,Neutral
trump says son of osama bin laden killed in u.s. operation,Neutral
"trump, awaiting egyptian counterpart at summit, called out for ‘my favorite dictator’",Negative
"border patrol gets new leader, its fourth under trump",Negative
"how bernie sanders stumbled, then steadied his presidential campaign",Positive
trump says he will sign phase-one trade deal with china on jan. 15,Neutral
trump says he will sign phase-one trade deal with china on jan. 15,Neutral
trade-court lawsuits take on trump’s tariff campaign,Negative
trump administration awards migrant detention contracts days before california would ban them,Positive
athletes seeking green cards find proving they’re exceptional has gotten tougher under trump,Negative
house democrats may vote on trump impeachment charges this week,Neutral
"bloomberg’s controversial comments on stop and frisk, china and more",Neutral
pro-biden super pac warns of 'doomsday scenario' for democrats,Negative
"fox news poll: biden and sanders vie for lead in nevada, biden tops trump",Negative
"fox news poll: biden and sanders vie for lead in nevada, biden tops trump",Negative
"brad parscale on joe biden leaving new hampshire early, mike bloomberg's 'stop and frisk' comments",Negative
trump campaign dismisses claim that the president is 'scared' of bernie sanders,Neutral
dagen mcdowell questions why 2020 rivals aren't going after pete buttigieg's failures as mayor,Negative
sen. kamala harris claims gop 'abortion survivors' bill would do more harm than good,Negative
"dana perino on joe biden's decision to abandon new hampshire, head to south carolina",Neutral
"trump campaign says president is working to expand his base, won't take new hampshire for granted",Neutral
john sununu doubts elizabeth warren can sway undecided voters in new hampshire,Negative
chris wallace: biden is 'mortally wounded' if he has bad result in new hampshire,Negative
sen. lindsey graham says president trump can run on a record that democrats can't refute,Positive
sen. lindsey graham says president trump can run on a record that democrats can't refute,Positive
"bloomberg heard in 2015 audio clip defending ‘stop and frisk,’ throwing minority kids against wall: report",Negative
trump stirs pardon speculation with condemnation of doj’s roger stone treatment,Neutral
trump stirs pardon speculation with condemnation of doj’s roger stone treatment,Neutral
rep. mark meadows says part of the trump administration is trying to defeat president trump's agenda,Negative
"martha maccallum previews new hampshire primary, breaks down challenge 'stop and frisk' presents for bloomberg",Neutral
donna brazile says mike bloomberg has more explaining to do over 'stop and frisk' policy,Negative
justin haskins likens bernie sanders' political career to socialism: it doesn't work,Negative
"trump, klobuchar see strong showing in new hampshire's midnight voting towns",Positive
"trump, klobuchar see strong showing in new hampshire's midnight voting towns",Positive
voters react to president trump's new hampshire rally,Positive
north korea enhanced nuke program despite trump overtures: report,Negative
"new hampshire primary voting kicks off, with sanders and buttigieg locked in fierce battle",Neutral
trump holds rally as democrats make final push in new hampshire,Neutral
trump holds rally as democrats make final push in new hampshire,Neutral
"former buttigieg campaign manager: he is looking for practical, pragmatic solutions to issues",Positive
dean black: republican party is apparently the only party of law and order,Negative
"gabbard: voters need to know their votes will be counted, voices heard",Neutral
washington looks on in disbelief as biden unravels,Negative
mark steyn: it's been downhill since the day biden announced he was running,Negative
trump reads lyrics for al wilson's 'the snake' while addressing illegal immigration,Neutral
sanders holds lead as klobuchar surges ahead of new hampshire primary,Positive
"biden predicts new hampshire defeat, looks ahead to south carolina",Negative
biden fights to save presidential bid in new hampshire,Neutral
former new hampshire governor on 2020 democrats,Neutral
sen. scott: there's a lot of energy for trump in new hampshire,Positive
trump budget touches off new battle over spending cuts,Neutral
howard kurtz on divergent media strategies of pete buttigieg and joe biden,Neutral
howard kurtz on divergent media strategies of pete buttigieg and joe biden,Neutral
sanders overtakes biden in national poll for first time,Positive
california bill would ban stays at trump hotels for state employees,Negative
does joe biden's presidential campaign face a make-or-break test in new hampshire?,Neutral
never-trumpers in new hampshire weigh protest primary vote,Negative
rep. max rose warns democratic party establishment not to ignore 2018's recipe for success,Neutral
"brit hume on bounces for amy klobuchar and pete buttigieg, slides for joe biden and elizabeth warren",Positive
pete buttigieg praised bernie sanders in prize-winning high school essay,Positive
pete buttigieg crisscrosses new hampshire delivering closing argument ahead of first in the nation primary,Neutral
byron york on more bad news for joe biden,Negative
james carville says democrats cannot nominate bernie sanders,Negative
where does tom steyer stand on the issues?,Neutral
where does tom steyer stand on the issues?,Neutral
"biden fights for survival in new hampshire, as electability argument put to test",Negative
"rep. devin nunes warns democrats may be concocting new trump hoax, says vindman's nsc ouster is long overdue",Negative
"college student reacts to joe biden calling her a 'lying, dog-faced pony soldier'",Negative
self-made billionaire weighs in on bernie sanders' proposed wealth-tax,Neutral
self-made billionaire weighs in on bernie sanders' proposed wealth-tax,Neutral
"buttigieg, sanders keep iowa momentum going into new hampshire",Positive
"buttigieg, sanders keep iowa momentum going into new hampshire",Positive
reporter's notebook: trump's impeachment trial and the power of prayer,Neutral
"manchin hits back after trump calls him 'weak,' 'corrupt' over impeachment vote",Neutral
"trump budget would cut $4.4t in spending, boosting defense while slashing safety nets, foreign aid",Neutral
buttigieg holds largest dem rally in new hampshire this election season,Neutral
latest new hampshire polls show bernie sanders leading pete buttigieg,Positive
joe biden looks to rebound in new hampshire after finishing fourth in iowa caucuses,Positive
"biden admits buttigieg, sanders were 'better organized' in iowa, his campaign took 'gut punch'",Negative
president trump preparing to release $4.8 trillion budget proposal,Positive
biden claims to be ahead in support with african american community,Positive
sen. scott: trump’s approval with african americans has been over 30 percent,Positive
giuliani: trump should 100 percent investigate biden after senate acquittal,Negative
bloomberg uses romney’s impeachment vote speech to bash trump in new ad,Negative
bloomberg uses romney’s impeachment vote speech to bash trump in new ad,Negative
media split on trump acquittal,Neutral
did impeachment help trump?,Neutral
"with primary two days out, sanders leads followed by buttigieg in latest polls in nh",Positive
sanders: 'common sense suggests' buttigieg would be compromised by wealthy donors,Negative
"mayor pete buttigieg on iowa caucuses result, attacks from 2020 rivals, expectations for new hampshire",Neutral
"buttigieg, sanders supporters trade jeers -- and cheers -- 3 days before new hampshire primary",Positive
"buttigieg, sanders supporters trade jeers -- and cheers -- 3 days before new hampshire primary",Neutral
"sen. lindsey graham on president trump's acquittal in senate impeachment trial, mitt romney's guilty vote",Neutral
kellyanne conway reacts to president trump's acquittal at senate impeachment trial,Neutral
kellyanne conway reacts to president trump's acquittal at senate impeachment trial,Neutral
"rudy giuliani on trump's big week, investigating hunter biden",Negative
"rudy giuliani on trump's big week, investigating hunter biden",Neutral
"rudy giuliani on trump's big week, investigating hunter biden",Neutral
biden zings buttigieg: 'this guy's not a barack obama',Neutral
biden zings buttigieg: 'this guy's not a barack obama',Neutral
buttigieg rising: how ex-mayor aims to go 2-for-2 in new hampshire and upend the 2020 race,Positive
"trump slams 'very insubordinate' vindman, day after ouster from white house",Neutral
president trump to release his fiscal 2021 budget,Neutral
president trump to release his fiscal 2021 budget,Neutral
"gov. chris sununu talks new hampshire primary, trump's 'blue-collar boom'",Positive
michael bloomberg paying social media influencers to make him look cool,Negative
sanders with edge in two new polls in nh buttigieg edges sanders in a third,Positive
"biden defends ‘politics of the past,’ as sanders hit over ‘socialist’ label, buttigieg's experience questioned",Negative
"biden defends ‘politics of the past,’ as sanders hit over ‘socialist’ label, buttigieg's experience questioned",Negative
tom steyer talks about his differences with joe biden,Neutral
tom steyer talks about his differences with joe biden,Neutral
2020 democrats take the debate stage following messy iowa caucuses,Negative
warren appears to target buttigieg as she slams people who 'suck up to billionaires',Negative
warren appears to target buttigieg as she slams people who 'suck up to billionaires',Negative
yang tells dem rivals: 'donald trump is the not the cause of all of our problems',Neutral
yang tells dem rivals: 'donald trump is the not the cause of all of our problems',Neutral
buttigieg reportedly adds audience applause to town hall clip,Negative
joe biden looks to rally in new hampshire primary following disappointing iowa caucus results,Negative
tlaib says she held omar's hand during 'triggering' moments at trump's state of the union,Neutral
trump fires two major impeachment figures,Neutral
joe biden retreats home before new hampshire debate,Negative
"impeachment witness vindman fired, escorted out of white house after trump acquittal",Negative
"iowa chaos, bernie sanders' surge deepens divisions in the democratic party",Positive
"christopher steele's firm hits back at trump, stands by dossier",Negative
house democrats suggest plans to subpoena john bolton,Negative
rnc chair says most americans want the bidens' ties to ukraine investigated,Negative
"sanders slams buttigieg in new hampshire over 'billionaire donors,' as race tightens",Negative
"sanders slams buttigieg in new hampshire over 'billionaire donors,' as race tightens",Negative
"sanders slams buttigieg in new hampshire over 'billionaire donors,' as race tightens",Negative
buttigieg boom in new hampshire looks real,Positive
"warren appears to agree with supporter that aipac is an 'unholy alliance' of 'islamophobes,' 'white nationalists'",Neutral
"warren appears to agree with supporter that aipac is an 'unholy alliance' of 'islamophobes,' 'white nationalists'",Neutral
president trump says congressional democrats have trump derangement syndrome,Negative
"iowa caucus results too close to call as sanders, buttigieg finish in virtual tie",Neutral
"iowa caucus results too close to call as sanders, buttigieg finish in virtual tie",Neutral
"iowa caucus results too close to call as sanders, buttigieg finish in virtual tie",Neutral
ex-gop rep. joe walsh ends primary bid against trump,Neutral
media 'triggered' by trump's post-acquittal victory lap,Neutral
judge jeanine sounds off on democrats' ongoing hatred of trump,Negative
will republicans move to expunge trump's impeachment if they win back the house?,Neutral
trump and pelosi clash in wake of impeachment acquittal,Neutral
"treasury complies with gop senate inquiry, hands over highly confidential info on hunter biden, report says",Positive
trump celebrates impeachment trial acquittal,Positive
pete buttigieg says trump has 'very different take on faith' than he does after comments at prayer breakfast,Negative
sen. mazie hirono says trump 'wasn't acquitted' because he had a 'rigged' impeachment trial,Negative
sen. mazie hirono says trump 'wasn't acquitted' because he had a 'rigged' impeachment trial,Negative
"trump blames james comey, 'dirty cops' for leading a political witch hunt",Negative
"warren, in apology, cites america's 'long legacy' of 'racism and oppression' after women of color quit nevada campaign",Neutral
"warren, in apology, cites america's 'long legacy' of 'racism and oppression' after women of color quit nevada campaign",Neutral
congressional democrats mull continuing investigations of president trump,Negative
president trump celebrates after senate impeachment trial acquittal,Positive
"sanders defiantly declares victory in disputed iowa contest, amid caucus confusion",Positive
sen. scott addresses mitt romney's decision to convict trump,Neutral
trump says first-of-its-kind kenya trade deal 'probably' will happen,Positive
here are the prisons that house convicted trump associates,Negative
sen. martha mcsally on whether senate will investigate hunter biden following trump's impeachment acquittal,Neutral
sen. martha mcsally on whether senate will investigate hunter biden following trump's impeachment acquittal,Neutral
president trump makes remarks following senate impeachment acquittal,Neutral
"trump slams romney during acquittal victory lap, says he's bitter over 2012 loss",Neutral
"sanders, warren campaigns pay to offset almost 4,000 tons in carbon emissions: report",Positive
trump claims he wouldn't be 'standing here' if he hadn't fired 'sleazebag' comey,Negative
trump claims he wouldn't be 'standing here' if he hadn't fired 'sleazebag' comey,Negative
trump condemns ‘evil’ impeachment after senate acquittal: ‘it was a disgrace’,Neutral
biden's poor iowa showing dramatically ups the stakes in new hampshire,Negative
john yoo warns democrats that renewing impeachment charges against president trump would be a mistake,Negative
"acquitted: senate finds trump not guilty of abuse of power, obstruction of congress",Positive
stephanie grisham says white house is prepared for democrats to continue their efforts to hurt president trump,Negative
"buttigieg soars, biden slips, sanders still on top in newest new hampshire poll",Positive
"buttigieg soars, biden slips, sanders still on top in newest new hampshire poll",Positive
kurtz: trump touts comeback democrats hobbled by iowa,Neutral
can mitt romney actually be expelled from the republican party?,Neutral
"house impeachment managers say trump, senate permanently stained by trial",Negative
trump celebrates winning streak after acquittal,Positive
"fox news voter analysis shows biden, buttigieg, klobuchar, sanders, warren in the hunt",Neutral
"fox news voter analysis shows biden, buttigieg, klobuchar, sanders, warren in the hunt",Neutral
"fox news voter analysis shows biden, buttigieg, klobuchar, sanders, warren in the hunt",Neutral
"fox news voter analysis shows biden, buttigieg, klobuchar, sanders, warren in the hunt",Positive
"trump supporters flood hotline for iowa precinct chairs, adding to the confusion: report",Neutral
warren says male candidates 'wrong' if they think they have a better chance of beating trump,Neutral
buttigieg narrowly holds lead in iowa caucuses with 97 percent of precincts reporting,Positive
democratic candidates react to trumps state of the union speech ahead of primary,Neutral
republicans seek hunter biden travel records from secret service shortly after trump acquittal,Negative
republicans seek hunter biden travel records from secret service shortly after trump acquittal,Neutral
republicans seek hunter biden travel records from secret service shortly after trump acquittal,Neutral
"trump jabs at dems, mitt romney with 'love hurts,' 'democrat secret asset' videos",Negative
biden criticizes limbaugh's medal of freedom award: 'i don't think he understands the american code of decency and honor',Negative
pete buttigieg leads in iowa with 92 percent of precincts reporting,Positive
is there a behind-the-scenes effort to to prevent bernie sanders from getting the democratic nomination?,Negative
pirro: this impeachment will be detrimental to the democrats,Negative
biden heads to south carolina before new hampshire polls close,Neutral
biden heads to south carolina before new hampshire polls close,Neutral
trump: i'd rather run against bloomberg than bernie sanders,Neutral
trump: i'd rather run against bloomberg than bernie sanders,Neutral
joe biden takes aim at pete buttigieg after 'gut punch' in iowa,Negative
"sen. romney votes to convict trump, breaking with senate gop",Negative
"after impeachment, trump, pelosi, romney and media keep the war going",Negative
buttigieg vies for top spot in new hampshire,Positive
"deval patrick, latecomer to the 2020 race, drops out",Neutral
trump praises attorney general for intervening in stone case,Neutral
"sanders won, klobuchar surged: what we learned from new hampshire",Positive
sanders is victorious in new hampshire primary,Positive
sanders is victorious in new hampshire primary,Positive
"‘i am suspending my campaign,’ yang says",Neutral
andrew yang drops out of presidential race,Negative
how the founder of black voters matter thinks about bloomberg,Neutral
moderate democrats fear bernie sanders could cost them the house,Negative
moderate democrats fear bernie sanders could cost them the house,Negative
moderate democrats fear bernie sanders could cost them the house,Negative
democrats got endorsements from lawmakers on their campaigns’ payrolls,Positive
amy klobuchar is pressed on ‘the view’ over her record as a prosecutor,Neutral
amy klobuchar is pressed on ‘the view’ over her record as a prosecutor,Neutral
"elizabeth warren, in new memo, outlines her path and rivals’ flaws",Neutral
"elizabeth warren, in new memo, outlines her path and rivals’ flaws",Neutral
a rare trump-era climate policy hits an obstacle: the tax man,Negative
bloomberg’s blunt defense of stop-and-frisk policy draws scrutiny,Negative
bloomberg’s blunt defense of stop-and-frisk policy draws scrutiny,Negative
bloomberg’s blunt defense of stop-and-frisk policy draws scrutiny,Negative
elizabeth warren is running her race. the real one may be passing her by.,Negative
"trump lashes out at manchin, and he pushes back",Negative
"biden braces for a rough new hampshire vote, setting expectations low",Negative
amazon looks to question trump in pentagon contracting case,Neutral
andrew yang’s campaign is riding on new hampshire,Neutral
mitt romney is a ‘judas’ to many republicans. but not in utah.,Neutral
"sanders and buttigieg clash, aiming for a two-person race",Neutral
"justice dept. reviewing information from giuliani on the bidens, graham says",Neutral
iowa democrats give buttigieg the most delegates as sanders team seeks recanvass,Positive
iowa democrats give buttigieg the most delegates as sanders team seeks recanvass,Positive
biden slashes into buttigieg: ‘this guy’s not a barack obama!’,Negative
biden slashes into buttigieg: ‘this guy’s not a barack obama!’,Negative
"wobbly after iowa, biden confronts a perilous moment",Negative
trump's 2020 re-election challenges and strategy to win,Neutral
trump's 2020 re-election challenges and strategy to win,Neutral
amy klobuchar compares ‘cool newcomer’ pete buttigieg to trump,Neutral
amy klobuchar compares ‘cool newcomer’ pete buttigieg to trump,Neutral
amy klobuchar compares ‘cool newcomer’ pete buttigieg to trump,Neutral
amy klobuchar compares ‘cool newcomer’ pete buttigieg to trump,Neutral
elizabeth warren has a pete buttigieg problem,Neutral
elizabeth warren has a pete buttigieg problem,Neutral
elizabeth warren has a pete buttigieg problem,Negative
elizabeth warren has a pete buttigieg problem,Negative
"buttigieg leads sanders in iowa delegates, 13-12. so, who won?",Positive
"buttigieg leads sanders in iowa delegates, 13-12. so, who won?",Positive
"buttigieg leads sanders in iowa delegates, 13-12. so, who won?",Positive
how pete buttigieg became the surprise of the iowa caucuses,Positive
how pete buttigieg became the surprise of the iowa caucuses,Positive
"democratic candidates reject trump’s foreign policy, but don’t agree on theirs",Negative
"democratic candidates reject trump’s foreign policy, but don’t agree on theirs",Negative
andrew yang - foreign policy,Neutral
michael bloomberg - foreign policy,Neutral
bernie sanders - foreign policy,Neutral
bernie sanders - foreign policy,Neutral
elizabeth warren - foreign policy,Neutral
elizabeth warren - foreign policy,Neutral
pete buttigieg - foreign policy,Neutral
what it’s like to be the face of trump’s super bowl ad,Neutral
"bloomberg pursues wealthy donors, but not their checkbooks",Neutral
republicans in senate press on with investigation into hunter biden,Neutral
violence surges in wake of trump’s mideast plan,Negative
"‘urban legend’ or authentic trump autograph? either way, it sells",Positive
impeachment briefing: trump is acquitted,Positive
trump gives venezuela’s guaidó the embrace he wanted,Positive
full transcript: mitt romney’s speech announcing vote to convict trump,Neutral
trump acquitted of two impeachment charges in near party-line vote,Neutral
romney says he will vote to convict trump,Negative
trump impeachment results: how democrats and republicans voted,Neutral
"romney, defying the party he once personified, votes to convict trump",Negative
what went wrong for joe biden in iowa,Negative
what went wrong for joe biden in iowa,Negative
the trump fans who think impeachment was ‘exactly’ what his base needed,Neutral
"senate acquits trump, ending historic trial",Positive
trump’s reality-tv state of the union argues for another season,Negative
"assured of acquittal, trump makes case for a second term",Positive
full video: democratic response to trump’s state of the union speech,Neutral
trump awards rush limbaugh the presidential medal of freedom,Positive
trump and pelosi exchange snubs at the state of the union address,Negative
full video: trump’s state of the union speech,Neutral
"cruise ship, democrats, academy awards: your monday briefing",Neutral
new york to sue trump administration over global entry freeze,Negative
new york to sue trump administration over global entry freeze,Negative
"wuhan, trump, oscars: your friday briefing",Neutral
"donald trump, iowa caucus, kirk douglas: your thursday briefing",Neutral
"pete buttigieg, coronavirus, tesla: your wednesday briefing",Neutral
"sans gavel, roberts is among 4 justices at trump speech",Neutral
"sans gavel, roberts is among 4 justices at trump speech",Neutral
"veronica escobar to focus on health care, guns in spanish-language response to trump",Neutral
"veronica escobar to focus on health care, guns in spanish-language response to trump",Neutral
"iowa democrats release partial caucus results, but no winner yet",Neutral
"white house excludes cnn from trump session, with no protest",Neutral
guests help trump highlight state of the union themes,Neutral
guests help trump highlight state of the union themes,Neutral
bloomberg doubles ad spending after chaos of iowa caucuses,Positive
diplomat ousted and slammed by trump gets diplomacy award,Negative
u.s. judge denied trump adviser stone's request for a new trial: filing,Neutral
tom steyer and bernie sanders got endorsements from lawmakers on their campaigns’ payrolls,Positive
"deval patrick, last black candidate in 2020 race, drops out",Negative
"in wake of impeachment, trump allies boycott house intelligence tech hearing",Negative
lawmakers want ivanka trump's women's program to become law,Positive
lawmakers want ivanka trump's women's program to become law,Positive
"u.s. election: klobuchar up, three men out",Positive
u.s. presidential candidate bloomberg endorsed by three black lawmakers,Positive
u.s. presidential candidate bloomberg endorsed by three black lawmakers,Positive
u.s. presidential candidate bloomberg endorsed by three black lawmakers,Positive
steyer hires longest-serving sc house lawmaker as adviser,Neutral
democrats demand probe of trump role in stone case republicans unmoved,Negative
how amy klobuchar pulled off the big surprise of the new hampshire primary,Positive
how amy klobuchar pulled off the big surprise of the new hampshire primary,Positive
president trump makes pick for next ambassador to canada,Neutral
analysis: sanders win ups pressure on moderates to coalesce,Positive
"angry with trump, most new hampshire democratic primary voters will back party's nominee 'regardless': edison research",Negative
"angry with trump, most new hampshire democratic primary voters will back party's nominee 'regardless': edison research",Negative
"angry with trump, most new hampshire democratic primary voters will back party's nominee 'regardless': edison research",Negative
sanders projected to win the new hampshire democratic primary: nbc news,Positive
bennet ends 2020 bid after poor showing in new hampshire,Negative
"yang, who created buzz with freedom dividend, ends 2020 bid",Negative
businessman andrew yang ends eclectic presidential bid,Negative
"exit polls: sanders, buttigieg, klobuchar locked in tight race for new hampshire",Positive
"exit polls: sanders, buttigieg, klobuchar locked in tight race for new hampshire",Positive
trump wins republican presidential primary in new hampshire: edison research,Positive
trump wants pentagon to review impeachment witness' conduct,Neutral
"with trump’s trial over, lawmakers ponder how to conduct the next one",Positive
report says man who drove into gop tent didn't like trump,Negative
"ap votecast: young, liberal voters key to sanders’ nh win",Positive
"democrats get the attention, but trump aims to put new hampshire in play",Positive
klobuchar faces tough questioning in case of juvenile lifer,Negative
klobuchar faces tough questioning in case of juvenile lifer,Negative
trump and bloomberg call each other racist as 2020 election fight heats up,Negative
trump and bloomberg call each other racist as 2020 election fight heats up,Negative
"trump, first lady to host state dinner in april for spain",Neutral
"trump, first lady to host state dinner in april for spain",Neutral
"trump, first lady to host state dinner in april for spain",Neutral
bloomberg embraces stop and frisk in resurfaced 2015 audio,Neutral
bloomberg embraces stop and frisk in resurfaced 2015 audio,Neutral
nevada democrats to rely on paper-based early caucus voting,Neutral
